SIORG,Nome do Órgão,Última Atualização,Sigla/Nome do Software,Finalidade/Descrição,Área,Criticidade,Categoria 1,Categoria 2,Categoria 3,Compartilhar?,Por quê não compartilhar?,Nível de satisfação com o uso,Plataforma Operacional,Sistema Operacional,Linguagem de Programação,Banco de Dados,Frameworks/Bibliotecas,Integrações,Situação
382,INPI – Instituto Nacional da Propriedade Industrial,42513,SINPI – PTN – Patentes,"Sistema que controla a proteção de patentes, desde sua solicitação, e seus processos, e gerencia todo o  fluxo de petições que dão entrada no INPI diariamente. Permite a publicação da REPI (Revista da Propriedade Industrial)",Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Cliente/Servidor,Linux,Delphi,Informix,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,SINPI – OWL_VIEW - Visualizador de Imagens,"Sistema de visualização de documentos que são depositados no INPI em papel, e são digitalizados (de todas as diretorias)",Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Cliente/Servidor,Linux,Delphi,Informix,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,SINPI – MENU,Menu Principal que dá acesso a todos os Sistemas do INPI de acordo com a permissão de cada usuário,Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Cliente/Servidor,Linux,Delphi,Informix,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,SINPI - ATS-FTP,"Sistema atualizador de Versões, que atualiza e controla a versão dos sistemas via FTP",Meio,,Indústria,,,Não,Não se aplica,Atende às expectativas,Cliente/Servidor,Linux,Delphi,Informix,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,SINPI – SIDI,"Sistema de acesso ao SINPI, de controle dos logins de acesso aos Sistemas",Meio,,Indústria,,,Não,Não se aplica,Atende às expectativas,Cliente/Servidor,Linux,Delphi,Informix,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,SINPI – DV - Inscrição de Divida Ativa,Sistema para a inscrição de débitos de divida ativa do INPI,Meio,,Indústria,,,Não,Não se aplica,Atende às expectativas,Cliente/Servidor,Linux,Delphi,Informix,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,SINPI – DI – Desenho Industrial,"O sistema / módulo que controla a proteção de desenho industrial, desde sua solicitação, e seus processos, como também gerencia todo o  fluxo de petições que dão entrada no INPI diariamente. Permite a publicação da REPI (Revista da Propriedade Industrial)",Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Cliente/Servidor,Linux,Delphi,Informix,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,GED,Pacote de Gestão Eletrônica de Documentos (OWL). Responsável pela centralização e disponibilização de documentos eletrônicos através de interface web para o Instituto (na Intranet),Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Web,,,,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,AUDITAR,Sistema de controle de processos administrativos da Auditoria,Meio,,Administração,,,Não,Não se aplica,Atende às expectativas,Web,,,,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,Sophia,Sistema de gestão de biblioteca,Meio,,Educação,,,Não,Não se aplica,Atende às expectativas,Web,,,,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,SIGINPI,"Solução Integrada de gestão para atender a diretoria de administração do INPI. Módulo de Almoxarifado, Patrimônio e Gestão de Imoveis",Meio,,Administração,,,Não,Não se aplica,Atende às expectativas,Web,,Java,,,PAG - chamada a servlet,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,Icaro,"Sistema de migração para os IPAS - Marcas das informações de protocolos, conciliação de pagamentos e pagamentos suplementares do PAG e de dados bibliográficos do E-marcas",Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Outro,Linux,Java,Oracle,Hibernate,"PAG - acesso à base de dados
e-Marcas - acesso à base de dados
IPAS - acesso via API",Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,Revista,"A partir do BD que o sistema IPAS- Marcas gera a cada publicação da RPI, atualiza Busca Web e gera XML para consulta disponibilizada no PORTAL do INPI",Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Outro,Linux,Java,MySQL,Hibernate,"PAG - acesso à base de dados
BuscaWeb - acesso à base de dados
IPAS - acesso à base de dados",Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,SISCAP,"Sistema de Cadastramento de produção, cuja finalidade é o controle de produção de exames de pedidos de patentes da Diretoria de Patentes",Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Web,Linux,PHP,MySQL,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,SisBioList,"Sistema de Listagem de Sequências Biológicas, cuja finalidade é permitir o depósito de listagem de sequências biológicas de pedidos de patente da área biotecnológica de modo a viabilizar o exame por parte dos pesquisadores da Diretoria de Patentes desta matéria",Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Desktop,Linux,Java,MySQL,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,Sincronizador,"O sincronizador é responsável por transferir e sincronizar tabelas do SINPI, do STORAGE e do PAG para um banco de dados MySQL que é utilizado por diversas aplicações do e-Patentes.
A concentração dessas informações em um único banco de dados viabiliza a realização de consultas utilizando cláusulas JOIN entre tabelas com os dados do SINPI, PAG e STORAGE e, deste modo, a análise do grande conjunto de pedidos que fazem parte do processamento eletrônico. O principal usuário desse sistema é o sistema e-Indexador.",Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Web,Linux,PHP,MySQL,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,Distribuidor,"Distribui os novos processos entre as divisões para serem classificados. Uma rede neural
analisa o resumo e título do processo e escolhe uma divisão técnica para o processo. É
fornecida também uma segunda opção de divisão, caso a divisão técnica que recebeu o
processo constate que não analisa aquela matéria e necessita encaminhar para análise em outra divisão. Possui os módulos de Preparação dos Dados, Treinamento da Rede Neural e Distribuição de Processos",Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Web,Linux,C,,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,Live Update,Permite que o usuário externo atualize a versão do e-Depósito instalada em sua máquina através da internet.,Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Desktop,Linux,Delphi,,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,Plataforma IPC,"Plataforma web para consultas e pesquisa na Classificação Internacional de Patentes (IPC). 
Permite acesso aos símbolos da IPC nos idiomas inglês e português. Uma nova versão 
dos símbolos é lançada a cada ano e a plataforma é atualizada a partir de arquivos XML. É 
constituída de um módulo único de Processamento XML e Geração Web que processa os 
arquivos XML e gera a página web.",Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Web,Linux,Java,MySQL,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,e-Assinador,"Sistema que permite a assinatura de documentos PDF, utilizando um dispositivo de certificação 
digital (Token USB).",Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Desktop,Linux,Java,,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,e-Deposito,"Sistema que permite o depósito eletrônico de documentos de patente (pedidos e petições). 
Consiste de duas partes: módulo servidor (INPI) e módulo cliente (depositante). O módulo 
servidor prevê a recepção (segura, utilizando criptografia de dados) e processamento da 
documentação enviada pelos usuários; e o módulo cliente (instalado na máquina dos usuários) 
serve para preparar a documentação que será enviada. Também são utilizadas ferramentas 
de credenciamento (com autenticação de usuário e servidor através de certificados digitais) e 
visualização de estatísticas. ",Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Cliente/Servidor,Linux,Java/Delphi,MySQL,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,e-Portal,Portal Web para divulgação dos sistemas desenvolvidos sob a Plataforma e-Patentes.,Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Web,Linux,PHP,MySQL,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,Instalador e Atualizador,"Instalador: Permite instalar e desinstalar o e-Patentes/GED (Phoenix), e-Indexador, eAssinador e e-Depósito na máquina do usuário.
Atualizador: Permite atualizar versões do e-Patentes/GED (Phoenix), e-Indexador e eAssinador na máquina do usuário.",Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Desktop,Linux,Java,,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,IPC Translate,"Aplicação para traduzir os símbolos da Classificação Internacional de Patentes (IPC) do idioma 
inglês para o português. Anualmente a Organização Mundial da Propriedade Industrial (OMPI) 
atualiza a IPC, alterando, incluindo e excluindo símbolos. Estas alterações, feitas na IPC 
em inglês, precisam ser traduzidas para o português. Após a tradução, é gerado um arquivo 
XML com o conteúdo atualizado da IPC em português. É composto por dois módulos, um de 
Preparação e outro para a Tradução dos Símbolos.",Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Web,Linux,,MySQL,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,PCT – EDI,"O sistema permite enviar e receber todos os tipos de documentação técnica entre o escritório 
local e o escritório central do sistema PCT, através de conexão segura.",Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Web,Linux,,MySQL,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,SISAD-ANU,,Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Web,Linux,PHP,MySQL,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,SISAD-PCT,,Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Web,Linux,PHP,MySQL,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,ePec 4,"Plataforma que possibilita o exame de pedidos de patente de forma colaborativa e síncrona
entre distintos escritórios de Propriedade Industrial.",Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Web,Linux,Java,MySQL,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,ePecWs,Webservice que disponibiliza informações do ePec 4,Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Software como serviço,Linux,Java,MySQL,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,Controle Liberação GRU,Sistema que controla a liberação das GRUs consumidas indevidamente pelo eDepósito,Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Web,Linux,Java,MySQL,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,GeraDoc,Sistema de Geração de Documentos – Atualmente Copia Oficial OMPI e Carta Patente,Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Web,Linux,Java,Oracle,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,GeraDocWs,Webservice que disponibiliza informações do sistema GeraDoc,Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Software como serviço,Linux,Java,Oracle,,DocsWs - webservice RESTful,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,PatenteWs,Webservice que disponibiliza informações do SINPI Patentes,Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Software como serviço,Linux,Java,Informix,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,DocsWs,Werbservice que gera as Folhas de Rosto dos Documentos,Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Software como serviço,Linux,Java,,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,MarcasData,Sistema de acompanhamento da produtividade dos servidores da DIRMA,Fim,,Administração,,,Não,Não se aplica,Atende às expectativas,Web,Linux,Java,Oracle,,,Em desenvolvimento
382,INPI – Instituto Nacional da Propriedade Industrial,42513,Peticionamento Eletrônico,"Sistema de depósitos de formulários eletrônicos de registros de pedidos e petições e vista eletrônica dos documentos para os depositantes. Faz parte do e-INPI, que é o sistema por meio do qual o INPI oferece serviços aos usuários através da internet",Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Web,Linux,Java,Oracle,"Vraptor
Hibernate","IdentityManager - webservice RESTful
Pag-WS - webservice RESTful
Pag2 - webservice RESTful
SisBioListWS - webservice RESTful
PatentesWS - webservice RESTful
Medusa - webservice RESTful",Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,SisBioListWs,Webservice para integração com o SisBioList,Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Software como serviço,Linux,Java,MySQL,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,InpiWs,Webservice para integração com o Busca Web para usuário externo,Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Software como serviço,Linux,Java,Informix,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,IpasWs,Webservice para integração com o IPAS,Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Software como serviço,Linux,Java,Oracle,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,ContratoWs,Webservice para integração com o SISCON,Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Software como serviço,Linux,Java,Informix,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,PROSUR,"Gerencia o envio dos dados bibliográficos de Patentes, Marcas e DI para a base do PROSUR",Fim,,Indústria,,,Não,Não se aplica,Atende às expectativas,Software como serviço,Linux,Java,Informix,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,Imagens,Interface gráfica para o Medusa,Fim,,Indústria,,,Sim,,Atende às expectativas,Web,Linux,Java,Informix,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,Assinador,Webservice para assinatura de documentos do INPI,Fim,,Indústria,,,Sim,,Atende às expectativas,Software como serviço,Linux,Java,,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,SIPWs,Webservice para integração com o SISGD,Meio,,Administração,,,Não,Não se aplica,Atende às expectativas,Software como serviço,Linux,Java,MySQL,,,Em produção
382,INPI – Instituto Nacional da Propriedade Industrial,42513,SISGD Gerencial,Sistema para gerenciamento do ciclo de avaliação anual dos servidores do INPI,Meio,,Administração,,,Não,Não se aplica,Atende às expectativas,Web,Linux,Java,MySQL,,,Em produção
